Post,Sentiment,Breakup_Label,Upvotes,Downvotes,Comment_Count
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,207,59,158
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,262,9,75
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,258,87,131
"I love him, and we are just going through a rough patch.",0.2,0,155,79,157
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,315,3,106
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,412,62,86
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,439,83,190
"We had a disagreement, but I think we'll work things out.",0.0,0,265,84,156
"Things aren't perfect, but I'm willing to fix it.",0.625,0,290,12,154
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,262,61,134
"I feel like we're drifting apart, should I end things?",0.0,1,93,10,166
"I know we had a fight, but we'll get through it together.",0.0,0,99,30,138
"I feel like we're drifting apart, should I end things?",0.0,1,51,27,199
"We had a disagreement, but I think we'll work things out.",0.0,0,481,51,94
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,272,14,14
"I feel like we're drifting apart, should I end things?",0.0,1,49,21,59
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,10,3,99
"I don't trust him anymore, I think the relationship is over.",0.0,1,287,7,103
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,67,26,35
"I feel like we're drifting apart, should I end things?",0.0,1,82,84,160
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,227,80,159
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,22,20,120
"I don't trust him anymore, I think the relationship is over.",0.0,1,215,56,139
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,244,47,2
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,355,84,137
"Things aren't perfect, but I'm willing to fix it.",0.625,0,306,38,198
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,142,91,192
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,176,89,194
"We had a disagreement, but I think we'll work things out.",0.0,0,372,96,122
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,277,17,64
"I feel like we're drifting apart, should I end things?",0.0,1,222,75,149
"Things aren't perfect, but I'm willing to fix it.",0.625,0,368,83,73
"We had a disagreement, but I think we'll work things out.",0.0,0,126,97,24
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,414,30,129
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,236,3,84
"I feel like we're drifting apart, should I end things?",0.0,1,359,31,160
"Things aren't perfect, but I'm willing to fix it.",0.625,0,475,97,70
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,247,15,28
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,144,71,165
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,11,12,64
"Things aren't perfect, but I'm willing to fix it.",0.625,0,450,99,60
"Things aren't perfect, but I'm willing to fix it.",0.625,0,334,10,10
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,483,51,123
"I don't trust him anymore, I think the relationship is over.",0.0,1,375,62,186
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,324,65,160
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,443,15,60
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,104,7,71
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,206,49,101
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,202,53,5
"I feel like we're drifting apart, should I end things?",0.0,1,273,16,122
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,230,57,152
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,380,70,180
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,75,84,138
"I don't trust him anymore, I think the relationship is over.",0.0,1,333,28,171
"I feel like we're drifting apart, should I end things?",0.0,1,360,13,93
"Things aren't perfect, but I'm willing to fix it.",0.625,0,435,33,98
"I know we had a fight, but we'll get through it together.",0.0,0,78,89,49
"I know we had a fight, but we'll get through it together.",0.0,0,96,25,160
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,167,22,50
"I love him, and we are just going through a rough patch.",0.2,0,456,63,6
"I love him, and we are just going through a rough patch.",0.2,0,468,47,40
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,494,54,89
"Things aren't perfect, but I'm willing to fix it.",0.625,0,201,41,23
"I feel like we're drifting apart, should I end things?",0.0,1,313,43,175
"I love him, and we are just going through a rough patch.",0.2,0,245,81,48
"I know we had a fight, but we'll get through it together.",0.0,0,180,26,157
"We had a disagreement, but I think we'll work things out.",0.0,0,111,65,22
"We had a disagreement, but I think we'll work things out.",0.0,0,193,79,109
"We had a disagreement, but I think we'll work things out.",0.0,0,376,33,81
"I love him, and we are just going through a rough patch.",0.2,0,410,3,167
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,350,32,4
"Things aren't perfect, but I'm willing to fix it.",0.625,0,118,63,108
"Things aren't perfect, but I'm willing to fix it.",0.625,0,321,22,59
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,162,62,186
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,263,35,188
"We had a disagreement, but I think we'll work things out.",0.0,0,114,55,76
"I don't trust him anymore, I think the relationship is over.",0.0,1,368,21,63
"We had a disagreement, but I think we'll work things out.",0.0,0,385,79,94
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,80,28,47
"I know we had a fight, but we'll get through it together.",0.0,0,181,67,138
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,148,43,160
"I feel like we're drifting apart, should I end things?",0.0,1,457,94,125
"We had a disagreement, but I think we'll work things out.",0.0,0,357,12,78
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,467,84,75
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,148,9,14
"Things aren't perfect, but I'm willing to fix it.",0.625,0,262,54,161
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,439,80,131
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,239,14,146
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,78,0,176
"I love him, and we are just going through a rough patch.",0.2,0,182,72,50
"I feel like we're drifting apart, should I end things?",0.0,1,208,60,18
"I love him, and we are just going through a rough patch.",0.2,0,137,89,35
"I know we had a fight, but we'll get through it together.",0.0,0,340,66,94
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,67,34,31
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,237,59,74
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,333,8,68
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,76,69,162
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,109,10,80
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,364,3,70
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,122,29,143
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,184,39,116
"I don't trust him anymore, I think the relationship is over.",0.0,1,385,34,103
"I feel like we're drifting apart, should I end things?",0.0,1,216,14,43
"Things aren't perfect, but I'm willing to fix it.",0.625,0,160,22,77
"I love him, and we are just going through a rough patch.",0.2,0,217,91,152
"I don't trust him anymore, I think the relationship is over.",0.0,1,359,24,176
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,455,20,137
"Things aren't perfect, but I'm willing to fix it.",0.625,0,32,60,34
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,277,46,29
"I love him, and we are just going through a rough patch.",0.2,0,256,41,107
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,468,29,124
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,96,71,51
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,34,87,34
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,114,15,194
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,433,24,17
"Things aren't perfect, but I'm willing to fix it.",0.625,0,235,55,27
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,396,64,84
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,277,51,188
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,166,47,4
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,2,80,126
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,139,18,103
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,121,52,121
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,55,63,11
"I don't trust him anymore, I think the relationship is over.",0.0,1,485,6,43
"I love him, and we are just going through a rough patch.",0.2,0,344,93,147
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,299,40,178
"I don't trust him anymore, I think the relationship is over.",0.0,1,189,52,158
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,247,81,64
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,317,68,191
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,465,4,117
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,42,75,77
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,180,8,177
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,213,43,31
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,248,46,128
